Unique ID,Indicator ID,Name,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Pollution_Level
667808,375,Nitrogen dioxide (NO2),ppb,CD,407,Flushing and Whitestone (CD7),Winter 2019-20,2019-12-01,22,None,Good
823206,365,Fine particles (PM 2.5),mcg/m3,CD,107,Upper West Side (CD7),Winter 2021-22,2021-12-01,6,None,Good
606059,365,Fine particles (PM 2.5),mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2018,2018-01-01,6,None,Good
742559,365,Fine particles (PM 2.5),mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Summer 2021,2021-06-01,7,None,Good
823566,365,Fine particles (PM 2.5),mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Winter 2021-22,2021-12-01,5,None,Good
411112,365,Fine particles (PM 2.5),mcg/m3,CD,407,Flushing and Whitestone (CD7),Annual Average 2016,2015-12-31,7,None,Good
667850,375,Nitrogen dioxide (NO2),ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2019-20,2019-12-01,17,None,Good
643715,375,Nitrogen dioxide (NO2),ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2019,2019-06-01,7,None,Good
877256,375,Nitrogen dioxide (NO2),ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2023,2023-01-01,9,None,Good
877258,375,Nitrogen dioxide (NO2),ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2022-23,2022-12-01,11,None,Good
825979,375,Nitrogen dioxide (NO2),ppb,UHF42,504,South Beach - Tottenville,Summer 2022,2022-06-01,6,None,Good
741094,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Winter 2020-21,2020-12-01,19,None,Good
823204,365,Fine particles (PM 2.5),mcg/m3,CD,107,Upper West Side (CD7),Annual Average 2022,2022-01-01,6,None,Good
606061,365,Fine particles (PM 2.5),mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Winter 2017-18,2017-12-01,7,None,Good
650059,365,Fine particles (PM 2.5),mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2019,2019-01-01,5,None,Good
823568,365,Fine particles (PM 2.5),mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2022,2022-01-01,5,None,Good
667809,375,Nitrogen dioxide (NO2),ppb,CD,407,Flushing and Whitestone (CD7),Summer 2020,2020-06-01,11,None,Good
549977,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2017,2017-01-01,17,None,Good
741111,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2021,2021-01-01,14,None,Good
412520,375,Nitrogen dioxide (NO2),ppb,UHF42,404,Bayside - Little Neck,Winter 2015-16,2015-12-01,20,None,Good
412521,375,Nitrogen dioxide (NO2),ppb,UHF42,404,Bayside - Little Neck,Summer 2016,2016-06-01,12,None,Good
602903,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Annual Average 2018,2018-01-01,16,None,Good
825880,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Winter 2021-22,2021-12-01,18,None,Good
602918,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2018,2018-01-01,16,None,Good
825865,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2021-22,2021-12-01,19,None,Good
412645,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2016,2015-12-31,17,None,Good
740987,375,Nitrogen dioxide (NO2),ppb,UHF42,404,Bayside - Little Neck,Summer 2021,2021-06-01,9,None,Good
412438,375,Nitrogen dioxide (NO2),ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2016,2015-12-31,17,None,Good
550106,375,Nitrogen dioxide (NO2),ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2017,2017-01-01,16,None,Good
826338,375,Nitrogen dioxide (NO2),ppb,CD,315,Sheepshead Bay (CD15),Winter 2021-22,2021-12-01,19,None,Good
550154,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Annual Average 2017,2017-01-01,16,None,Good
741288,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Annual Average 2021,2021-01-01,14,None,Good
603095,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Annual Average 2018,2018-01-01,16,None,Good
741287,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Summer 2021,2021-06-01,10,None,Good
547714,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2017,2017-01-01,6,None,Good
411129,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Summer 2016,2016-06-01,7,None,Good
742555,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Winter 2020-21,2020-12-01,6,None,Good
826072,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Winter 2021-22,2021-12-01,18,None,Good
603049,375,Nitrogen dioxide (NO2),ppb,CD,315,Sheepshead Bay (CD15),Winter 2017-18,2017-12-01,19,None,Good
826074,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Annual Average 2022,2022-01-01,14,None,Good
643711,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Annual Average 2019,2019-01-01,14,None,Good
603097,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Winter 2017-18,2017-12-01,21,None,Good
547762,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Annual Average 2017,2017-01-01,6,None,Good
742557,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Annual Average 2021,2021-01-01,6,None,Good
877201,375,Nitrogen dioxide (NO2),ppb,CD,313,Coney Island (CD13),Winter 2022-23,2022-12-01,18,None,Good
877199,375,Nitrogen dioxide (NO2),ppb,CD,313,Coney Island (CD13),Annual Average 2023,2023-01-01,13,None,Good
411130,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Annual Average 2016,2015-12-31,6,None,Good
606056,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Annual Average 2018,2018-01-01,6,None,Good
823563,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Winter 2021-22,2021-12-01,6,None,Good
742556,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Summer 2021,2021-06-01,7,None,Good
336884,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Summer 2015,2015-06-01,12,None,Good
643712,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Summer 2019,2019-06-01,13,None,Good
667844,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Winter 2019-20,2019-12-01,20,None,Good
877255,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Winter 2022-23,2022-12-01,17,None,Good
877253,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Annual Average 2023,2023-01-01,14,None,Good
741091,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Winter 2020-21,2020-12-01,20,None,Good
650002,365,Fine particles (PM 2.5),mcg/m3,CD,313,Coney Island (CD13),Annual Average 2019,2019-01-01,5,None,Good
650008,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2019,2019-01-01,6,None,Good
649985,365,Fine particles (PM 2.5),mcg/m3,CD,307,Sunset Park (CD7),Summer 2019,2019-06-01,8,None,Good
547432,365,Fine particles (PM 2.5),mcg/m3,UHF42,304,Upper West Side,Annual Average 2017,2017-01-01,8,None,Good
742257,365,Fine particles (PM 2.5),mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2021,2021-01-01,6,None,Good
742378,365,Fine particles (PM 2.5),mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2020-21,2020-12-01,6,None,Good
410952,365,Fine particles (PM 2.5),mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2016,2016-06-01,7,None,Good
410951,365,Fine particles (PM 2.5),mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2015-16,2015-12-01,7,None,Good
874806,365,Fine particles (PM 2.5),mcg/m3,CD,314,Flatbush and Midwood (CD14),Annual Average 2023,2023-01-01,6,None,Good
649986,365,Fine particles (PM 2.5),mcg/m3,CD,307,Sunset Park (CD7),Winter 2018-19,2018-12-01,8,None,Good
823517,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2022,2022-01-01,5,None,Good
606058,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Winter 2017-18,2017-12-01,7,None,Good
550105,375,Nitrogen dioxide (NO2),ppb,CD,315,Sheepshead Bay (CD15),Summer 2017,2017-06-01,10,None,Good
741093,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Annual Average 2021,2021-01-01,15,None,Good
741120,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Annual Average 2021,2021-01-01,18,None,Good
650056,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Annual Average 2019,2019-01-01,6,None,Good
823565,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Annual Average 2022,2022-01-01,5,None,Good
742315,365,Fine particles (PM 2.5),mcg/m3,UHF34,206,Borough Park,Winter 2020-21,2020-12-01,6,None,Good
742360,365,Fine particles (PM 2.5),mcg/m3,UHF34,408,Jamaica,Winter 2020-21,2020-12-01,6,None,Good
874805,365,Fine particles (PM 2.5),mcg/m3,CD,313,Coney Island (CD13),Winter 2022-23,2022-12-01,5,None,Good
669923,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2019-20,2019-12-01,6,None,Good
874811,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2022-23,2022-12-01,5,None,Good
606003,365,Fine particles (PM 2.5),mcg/m3,CD,313,Coney Island (CD13),Summer 2018,2018-06-01,7,None,Good
547713,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Summer 2017,2017-06-01,8,None,Good
742387,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Winter 2020-21,2020-12-01,6,None,Good
741119,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Summer 2021,2021-06-01,14,None,Good
825856,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Winter 2021-22,2021-12-01,22,None,Good
410890,365,Fine particles (PM 2.5),mcg/m3,UHF34,206,Borough Park,Annual Average 2016,2015-12-31,7,None,Good
742316,365,Fine particles (PM 2.5),mcg/m3,UHF34,206,Borough Park,Summer 2021,2021-06-01,8,None,Good
602902,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Winter 2017-18,2017-12-01,23,None,Good
825854,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Annual Average 2022,2022-01-01,17,None,Good
602887,375,Nitrogen dioxide (NO2),ppb,UHF34,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,27,None,Good
643501,375,Nitrogen dioxide (NO2),ppb,UHF34,401,Long Island City - Astoria,Annual Average 2019,2019-01-01,20,None,Good
643516,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Annual Average 2019,2019-01-01,15,None,Good
825881,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Annual Average 2022,2022-01-01,14,None,Good
410828,365,Fine particles (PM 2.5),mcg/m3,UHF42,404,Bayside - Little Neck,Winter 2015-16,2015-12-01,7,None,Good
410829,365,Fine particles (PM 2.5),mcg/m3,UHF42,404,Bayside - Little Neck,Summer 2016,2016-06-01,7,None,Good
742255,365,Fine particles (PM 2.5),mcg/m3,UHF42,404,Bayside - Little Neck,Winter 2020-21,2020-12-01,6,None,Good
605813,365,Fine particles (PM 2.5),mcg/m3,UHF34,205,Sunset Park,Annual Average 2018,2018-01-01,7,None,Good
602905,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Winter 2017-18,2017-12-01,21,None,Good
825878,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Annual Average 2022,2022-01-01,14,None,Good
643534,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2019,2019-01-01,14,None,Good
825863,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2022,2022-01-01,14,None,Good
410830,365,Fine particles (PM 2.5),mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2016,2015-12-31,6,None,Good
742365,365,Fine particles (PM 2.5),mcg/m3,UHF34,409,Southeast Queens,Annual Average 2021,2021-01-01,6,None,Good
547570,365,Fine particles (PM 2.5),mcg/m3,UHF34,409,Southeast Queens,Annual Average 2017,2017-01-01,6,None,Good
742364,365,Fine particles (PM 2.5),mcg/m3,UHF34,409,Southeast Queens,Summer 2021,2021-06-01,7,None,Good
823365,365,Fine particles (PM 2.5),mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2021-22,2021-12-01,6,None,Good
742362,365,Fine particles (PM 2.5),mcg/m3,UHF34,408,Jamaica,Annual Average 2021,2021-01-01,6,None,Good
742389,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Annual Average 2021,2021-01-01,6,None,Good
547594,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Annual Average 2017,2017-01-01,8,None,Good
823356,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Winter 2021-22,2021-12-01,7,None,Good
742388,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Summer 2021,2021-06-01,8,None,Good
410962,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Annual Average 2016,2015-12-31,8,None,Good
605888,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Annual Average 2018,2018-01-01,7,None,Good
823426,365,Fine particles (PM 2.5),mcg/m3,UHF34,206,Borough Park,Annual Average 2022,2022-01-01,5,None,Good
605863,365,Fine particles (PM 2.5),mcg/m3,UHF34,408,Jamaica,Winter 2017-18,2017-12-01,7,None,Good
823354,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Annual Average 2022,2022-01-01,6,None,Good
605890,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Winter 2017-18,2017-12-01,8,None,Good
649861,365,Fine particles (PM 2.5),mcg/m3,UHF34,408,Jamaica,Annual Average 2019,2019-01-01,6,None,Good
823381,365,Fine particles (PM 2.5),mcg/m3,UHF34,408,Jamaica,Annual Average 2022,2022-01-01,5,None,Good
874391,365,Fine particles (PM 2.5),mcg/m3,UHF34,206,Borough Park,Winter 2022-23,2022-12-01,6,None,Good
874393,365,Fine particles (PM 2.5),mcg/m3,UHF34,206,Borough Park,Annual Average 2023,2023-01-01,6,None,Good
334112,365,Fine particles (PM 2.5),mcg/m3,UHF34,208,Canarsie - Flatlands,Summer 2015,2015-06-01,8,None,Good
410960,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Winter 2015-16,2015-12-01,8,None,Good
410961,365,Fine particles (PM 2.5),mcg/m3,UHF34,105106107,South Bronx,Summer 2016,2016-06-01,8,None,Good
823564,365,Fine particles (PM 2.5),mcg/m3,CD,413,Queens Village (CD13),Summer 2022,2022-06-01,6,None,Good
877085,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Annual Average 2023,2023-01-01,17,None,Good
877087,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Winter 2022-23,2022-12-01,21,None,Good
410953,365,Fine particles (PM 2.5),mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2016,2015-12-31,6,None,Good
605815,365,Fine particles (PM 2.5),mcg/m3,UHF34,205,Sunset Park,Winter 2017-18,2017-12-01,9,None,Good
649813,365,Fine particles (PM 2.5),mcg/m3,UHF34,205,Sunset Park,Annual Average 2019,2019-01-01,7,None,Good
605881,365,Fine particles (PM 2.5),mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2017-18,2017-12-01,7,None,Good
649879,365,Fine particles (PM 2.5),mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2019,2019-01-01,6,None,Good
823363,365,Fine particles (PM 2.5),mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2022,2022-01-01,5,None,Good
605866,365,Fine particles (PM 2.5),mcg/m3,UHF34,409,Southeast Queens,Winter 2017-18,2017-12-01,7,None,Good
649864,365,Fine particles (PM 2.5),mcg/m3,UHF34,409,Southeast Queens,Annual Average 2019,2019-01-01,6,None,Good
410938,365,Fine particles (PM 2.5),mcg/m3,UHF34,409,Southeast Queens,Annual Average 2016,2015-12-31,6,None,Good
605864,365,Fine particles (PM 2.5),mcg/m3,UHF34,409,Southeast Queens,Annual Average 2018,2018-01-01,6,None,Good
605879,365,Fine particles (PM 2.5),mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2018,2018-01-01,6,None,Good
742379,365,Fine particles (PM 2.5),mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2021,2021-06-01,7,None,Good
742363,365,Fine particles (PM 2.5),mcg/m3,UHF34,409,Southeast Queens,Winter 2020-21,2020-12-01,6,None,Good
410936,365,Fine particles (PM 2.5),mcg/m3,UHF34,409,Southeast Queens,Winter 2015-16,2015-12-01,6,None,Good
410937,365,Fine particles (PM 2.5),mcg/m3,UHF34,409,Southeast Queens,Summer 2016,2016-06-01,7,None,Good
650038,365,Fine particles (PM 2.5),mcg/m3,CD,407,Flushing and Whitestone (CD7),Annual Average 2019,2019-01-01,6,None,Good
412627,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Annual Average 2016,2015-12-31,17,None,Good
602900,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Annual Average 2018,2018-01-01,17,None,Good
741092,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Summer 2021,2021-06-01,10,None,Good
825883,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Winter 2021-22,2021-12-01,19,None,Good
741047,375,Nitrogen dioxide (NO2),ppb,UHF34,206,Borough Park,Summer 2021,2021-06-01,11,None,Good
825928,375,Nitrogen dioxide (NO2),ppb,UHF34,206,Borough Park,Winter 2021-22,2021-12-01,21,None,Good
825922,375,Nitrogen dioxide (NO2),ppb,UHF34,208,Canarsie - Flatlands,Winter 2021-22,2021-12-01,19,None,Good
412654,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Annual Average 2016,2015-12-31,20,None,Good
602927,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Annual Average 2018,2018-01-01,20,None,Good
743660,386,Ozone (O3),ppb,UHF34,408,Jamaica,Summer 2021,2021-06-01,30,None,Good
741118,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Winter 2020-21,2020-12-01,21,None,Good
412625,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Winter 2015-16,2015-12-01,22,None,Good
412626,375,Nitrogen dioxide (NO2),ppb,UHF34,408,Jamaica,Summer 2016,2016-06-01,13,None,Good
741052,375,Nitrogen dioxide (NO2),ppb,UHF34,208,Canarsie - Flatlands,Winter 2020-21,2020-12-01,21,None,Good
412653,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Summer 2016,2016-06-01,16,None,Good
412652,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Winter 2015-16,2015-12-01,24,None,Good
877200,375,Nitrogen dioxide (NO2),ppb,CD,313,Coney Island (CD13),Summer 2023,2023-06-01,8,None,Good
643665,375,Nitrogen dioxide (NO2),ppb,CD,315,Sheepshead Bay (CD15),Winter 2018-19,2018-12-01,18,None,Good
826073,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Summer 2022,2022-06-01,9,None,Good
412822,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Annual Average 2016,2015-12-31,16,None,Good
741286,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Winter 2020-21,2020-12-01,20,None,Good
412820,375,Nitrogen dioxide (NO2),ppb,CD,413,Queens Village (CD13),Winter 2015-16,2015-12-01,21,None,Good
412125,386,Ozone (O3),ppb,CD,413,Queens Village (CD13),Summer 2016,2016-06-01,34,None,Good
874453,365,Fine particles (PM 2.5),mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2023,2023-01-01,6,None,Good
823205,365,Fine particles (PM 2.5),mcg/m3,CD,107,Upper West Side (CD7),Summer 2022,2022-06-01,7,None,Good
823567,365,Fine particles (PM 2.5),mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Summer 2022,2022-06-01,5,None,Good
823317,365,Fine particles (PM 2.5),mcg/m3,UHF42,104,Pelham - Throgs Neck,Winter 2021-22,2021-12-01,7,None,Good
742286,365,Fine particles (PM 2.5),mcg/m3,UHF42,504,South Beach - Tottenville,Summer 2021,2021-06-01,7,None,Good
823458,365,Fine particles (PM 2.5),mcg/m3,UHF42,504,South Beach - Tottenville,Winter 2021-22,2021-12-01,5,None,Good
410860,365,Fine particles (PM 2.5),mcg/m3,UHF42,504,South Beach - Tottenville,Annual Average 2016,2015-12-31,6,None,Good
605786,365,Fine particles (PM 2.5),mcg/m3,UHF42,504,South Beach - Tottenville,Annual Average 2018,2018-01-01,6,None,Good
823457,365,Fine particles (PM 2.5),mcg/m3,UHF42,504,South Beach - Tottenville,Summer 2022,2022-06-01,5,None,Good
336692,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Summer 2015,2015-06-01,12,None,Good
667490,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2019-20,2019-12-01,20,None,Good
643535,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2019,2019-06-01,12,None,Good
877076,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2023,2023-01-01,15,None,Good
877078,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2022-23,2022-12-01,18,None,Good
336707,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2015,2015-06-01,13,None,Good
602852,375,Nitrogen dioxide (NO2),ppb,UHF34,205,Sunset Park,Annual Average 2018,2018-01-01,19,None,Good
412630,375,Nitrogen dioxide (NO2),ppb,UHF34,409,Southeast Queens,Annual Average 2016,2015-12-31,16,None,Good
741110,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2021,2021-06-01,10,None,Good
743659,386,Ozone (O3),ppb,UHF34,409,Southeast Queens,Summer 2021,2021-06-01,31,None,Good
412643,375,Nitrogen dioxide (NO2),ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2015-16,2015-12-01,21,None,Good
412800,375,Nitrogen dioxide (NO2),ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2016,2016-06-01,14,None,Good
412799,375,Nitrogen dioxide (NO2),ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2015-16,2015-12-01,23,None,Good
412801,375,Nitrogen dioxide (NO2),ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2016,2015-12-31,19,None,Good
